rowid	repo	accession	data url	total citations	article reference note; see also: 'COMMENTS'	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	How many merged citation records?	WoS Cited by how many?	COMMENTS	Google Scholar Search Term	Search results	Dropbox filenames (for multiple files or multiple citations)	Imported to Mendeley?	Link ot GS results	MONTH_wos_citingPaper_colxn	DAY_wos_citingPaper_colxn	YEAR_wos_citingPaper_colxn	string matched to (partial) file name to extract data collection date data	Journal (for Journal Archives Set)	"date made public (ArrayExpress, GEO)"	WOS cited by collected (HEPData)	Published and PrePrint INFO (HEPData)	"authors (GEOROC, Journal Archives (International Studies Quarterly = authors (pub. Yr.))"	"jrnl vol year pages (GEOROC); year (ICPSR); pub month, year, volume, issue (JournalArchives - but NOT: International Studies Quarterly; Journal of Peace Research = vol, issue only)"	"article title (GEOROC, JournalArchives)"	misc bibliographic (Biostats; Journal of Applied Econometrics; Journal of Conflict Resolution; International Studies Quarterly); page numbers( Journal of Money Credit and Banking; The Federal Reserve Bank of St Louis Review; American Economic Review); author_title ( Journal of Peace Research)	"article ref when multiple in record, if there was a difference in scope, this version is less inclusive (JournalArchives); article ref from data source (TreeBase)"	data citation (dataset doi) OLD that differ from NEW dataset DOI's (Pangaea)	Total Data Reuses (Pangaea)	Unable to access full text (Pangaea)	Date Recorded (Pangaea)
1160	TreeBASE	S1648	NA	23	NA	"Trusty J., Olmstead R., Santos-guerra A., Fontinha S., & Francisco-ortega J. 2005. Molecular phylogenetics of the Macaronesian-endemic genus Bystgropogon (Lamiaceae): palaeoislands, ecological shifts, and interisland colonizations. Molecular Ecology, 14(4): 1177-1189."	NA	10.1111/j.1365-294X.2005.02487.x	y	1	1	23	NA	S1648 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1648	NA	NA	NA	NA	NA	NA	NA	NA	"Trusty, J., et al., Molecular phylogenetics of the Macaronesian-endemic genus Bystgropogon (Lamiaceae): palaeoislands, ecological shifts, and interisland colonizations. Molecular Ecology, 2005. 14(4): p. 1177-1189."	NA	NA	NA	NA
1161	TreeBASE	S1244	NA	14	NA	"Goetsch, L., A.J. Eckert, and B.D. Hall, The Molecular Systematics of Rhododendron (Ericaceae): A Phylogeny based upon RPB2 Gene Sequences. Systematic Botany, 2005. 30: 616,"	NA	10.1600/0363644054782170	y	1	1	14	NA	S1244 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1244	NA	NA	NA	NA	NA	NA	NA	NA	"Goetsch, L., A.J. Eckert, and B.D. Hall, The Molecular Systematics of Rhododendron (Ericaceae): A Phylogeny based upon RPB2 Gene Sequences. Systematic Botany, 2005."	NA	NA	NA	NA
1162	TreeBASE	S2116	NA	3	NA	"Yang Z., Matheny P., Ge Z., Slot J., & Hibbett D. 2005. New Asian species of the genus Anamika (euagarics, hebelomatoid clade) based on morphology and ribosomal DNA sequences. Mycological Research, 109: 1259-1267."	NA	10.1016/S0953-7562(08)60250-6 	y	1	1	3	NA	S2116 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S2116	NA	NA	NA	NA	NA	NA	NA	NA	"Yang, Z.L., et al., New Asian species of the genus Anamika (euagarics, hebelomatoid clade) based on morphology and ribosomal DNA sequences. Mycological Research, 2005. 109: p. 1259-1267."	NA	NA	NA	NA
1163	TreeBASE	S1301	NA	53	NA	"Poux C., Madsen O., Marquard E., Vieites D., Jong W., & Vences M. 2005. Asynchronous colonization of Madagascar by the four endemic clades of primates, tenrecs, carnivores and rodents as inferred from nuclear genes. Systematic Biology, 54: 719."	NA	10.1080/10635150500234534	y	1	1	53	NA	S1301 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1301	NA	NA	NA	NA	NA	NA	NA	NA	"Poux, C., et al., Asynchronous colonization of Madagascar by the four endemic clades of primates, tenrecs, carnivores and rodents as inferred from nuclear genes. Systematic Biology, 2005."	NA	NA	NA	NA
1164	TreeBASE	S1325	NA	4	NA	"Agnarsson, I., A revision and phylogenetic analysis of the American ethicus and rupununi groups of Anelosimus (Araneae, Theridiidae). Zoologica Scripta, 2005. 34: p. 189-314."	NA	10.1111/j.1463-6409.2005.00189.x	y	1	1	4	2 searches on ISI with 2 conflicting page #s	S1325 AND 'TreeBASE'	0	S1325a	NA	NA	Dec	16	2010	S1325a	NA	NA	NA	NA	NA	NA	NA	NA	"Agnarsson, I., A revision and phylogenetic analysis of the American ethicus and rupununi groups of Anelosimus (Araneae, Theridiidae). Zoologica Scripta, 2005. 34: p. 189-314."	NA	NA	NA	NA
1165	TreeBASE	S1325	NA	15	NA	"Agnarsson, I., A revision and phylogenetic analysis of the American ethicus and rupununi groups of Anelosimus (Araneae, Theridiidae). Zoologica Scripta, 2005. 34: 389"	NA	10.1111/j.1463-6409.2005.00189.x	y	1	1	15	NA	S1325 AND 'TreeBase'	0	S1325b	NA	NA	Dec	16	2010	S1325b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1166	TreeBASE	S1305	NA	14	NA	"Wang, Z., M. Binder, and D.S. Hibbett, Aquatic discomycetes Mitrula (Helotiales, Ascomycota): life history and systematics based on cultural, morphological and molecular studies. American Journal of Botany, 2005. 92: 1565"	NA	10.3732/ajb.92.9.1565	y	1	1	14	NA	S1305 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1305	NA	NA	NA	NA	NA	NA	NA	NA	"Wang, Z., M. Binder, and D.S. Hibbett, Aquatic discomycetes Mitrula (Helotiales, Ascomycota): life history and systematics based on cultural, morphological and molecular studies. American Journal of Botany, 2005. "	NA	NA	NA	NA
1167	TreeBASE	S1096	NA	22	NA	"Castillo, A.H., M.N. Cortinas, and E.P. Lessa, Rapid Diversification of Subterranean South American Tuco-tucos (Genus Ctenomys; Rodentia, Ctenomyidae): Contrasting Mitochondrial and Nuclear Intron Sequences. Journal of Mammalogy, 2005. 86(1): p. 170-179."	NA	10.1644/1545-1542(2005)086<0170:RDOSAT>2.0.CO;2	y	1	1	22	NA	S1096 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1096	NA	NA	NA	NA	NA	NA	NA	NA	"Castillo, A.H., M.N. Cortinas, and E.P. Lessa, Rapid Diversification of Subterranean South American Tuco-tucos (Genus Ctenomys; Rodentia, Ctenomyidae): Contrasting Mitochondrial and Nuclear Intron Sequences. Journal of Mammalogy, 2005. 86(1): p. 170-179."	NA	NA	NA	NA
1168	TreeBASE	S1379	NA	29	NA	"Hsieh, H.M., Y.M. Ju, and J.D. Rogers, Molecular phylogeny of Hypoxylon and closely related genera. Mycologia, 2005. 97: p. 844-865."	NA	10.3852/mycologia.97.4.844	y	1	1	29	NA	S1379 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1379	NA	NA	NA	NA	NA	NA	NA	NA	"Hsieh, H.M., Y.M. Ju, and J.D. Rogers, Molecular phylogeny of Hypoxylon and closely related genera. Mycologia, 2005. 97: p. 844-865."	NA	NA	NA	NA
1169	TreeBASE	S1223	NA	31	NA	"Hernndez Fernndez, M. and E.S. Vrba, A complete estimate of the phylogenetic relationships in Ruminantia: a dated species-level supertree of the extant ruminants. Biological Reviews, 2005. 80: 269"	NA	10.1017/S1464793104006670	y	1	1	31	NA	S1223 AND 'TreeBASE'	1	NA	y	http://scholar.google.com/scholar?hl=en&q=S1223+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	Dec	16	2010	S1223	NA	NA	NA	NA	NA	NA	NA	NA	"Hernndez Fernndez, M. and E.S. Vrba, A complete estimate of the phylogenetic relationships in Ruminantia: a dated species-level supertree of the extant ruminants. Biological Reviews, 2005."	NA	NA	NA	NA
1170	TreeBASE	S1257	NA	24	NA	"Kennedy M., Holland B., Gray R., & Spencer H. 2005. Untangling long branches: Identifying conflicting phylogenetic signals using spectral analysis, Neighbor-Net, and consensus networks. Systematic Biology, 54: 620."	NA	10.1080/106351591007462	y	1	1	24	NA	S1257 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1257	NA	NA	NA	NA	NA	NA	NA	NA	"Kennedy, M., et al., Untangling long branches: Identifying conflicting phylogenetic signals using spectral analysis, Neighbor-Net, and consensus networks. Systematic Biology, 2005."	NA	NA	NA	NA
1171	TreeBASE	S1292	NA	3	NA	"Hassan, N.S., J. Thiede, and S. Liede-Schumann, Phylogenetic analysis of Sesuvioideae (Aizoaceae) inferred from nrDNA internal transcribed spacer (ITS) sequences and morphological data. Plant Systematics and Evolution, 2005. 255: 121."	NA	10.1007/s00606-005-0357-x	y	1	1	3	NA	S1292 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1292	NA	NA	NA	NA	NA	NA	NA	NA	"Hassan, N.S., J. Thiede, and S. Liede-Schumann, Phylogenetic analysis of Sesuvioideae (Aizoaceae) inferred from nrDNA internal transcribed spacer (ITS) sequences and morphological data. Plant Systematics and Evolution, 2005."	NA	NA	NA	NA
1172	TreeBASE	S1277	NA	3	NA	"Limkaisang S., Kom-un S., Furtado E., Liew K., Salleh B., Sato Y., & Takamatsu S. 2005. Molecular phylogenetic and morphological analyses of Oidium heveae, a powdery mildew of rubber tree. Mycoscience, 46: 220."	NA	10.1007/s10267-005-0238-8	y	1	1	3	conflicting journal names from TreeBASE and ISI 	S1277 AND 'TreeBASE'	2 (1 Data Collection Article)	NA	y	http://scholar.google.com/scholar?hl=en&q=S1277+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	Dec	16	2010	S1277	NA	NA	NA	NA	NA	NA	NA	NA	"Limkaisang, S., et al., Molecular phylogenetic and morphological analyses of Oidium heveae, a powdery mildew of rubber tree. Mycologia, 2005."	NA	NA	NA	NA
1173	TreeBASE	S1512	NA	2	NA	"Liu Y., Jia Y., Wang W., Chen Z., & Qiu Y. 2005. A Taxonomic Reassessment of Microdendron Inferred from Molecular and Morphological Evidence. The Bryologist, 108: 591-599."	NA	10.1639/0007-2745(2005)108[0591:ATROMI]2.0.CO;2	y	1	1	2	NA	S1512 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1512	NA	NA	NA	NA	NA	NA	NA	NA	"Liu, Y., et al., A Taxonomic Reassessment of Microdendron Inferred from Molecular and Morphological Evidence. The Bryologist, 2005. 108: p. 591-599."	NA	NA	NA	NA
1174	TreeBASE	S1355	NA	2	NA	"Osmundson, T.W., C.L. Cripps, and G.M. Mueller, Morphological and molecular systematics of Rocky Mountain alpine Laccaria. Mycologia, 2005. 97: 949."	NA	10.3852/mycologia.97.5.949	y	1	1	2	NA	S1355 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1355	NA	NA	NA	NA	NA	NA	NA	NA	"Osmundson, T.W., C.L. Cripps, and G.M. Mueller, Morphological and molecular systematics of Rocky Mountain alpine Laccaria. Mycologia, 2005."	NA	NA	NA	NA
1175	TreeBASE	S1383	NA	NA	NA	"Collins A., Schuchert P., Marques A., Jankowski T., Medina M., & Schierwater B. 2005. Medusozoan phylogeny and character evolution clarified by new large and small subunit rDNA data and an assessment of the utility of phylogenetic mixture models. Systematic Biology, null."	NA	10.1080/10635150500433615	n	NA	NA	NA	NA	S1383 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Collins, A.G., et al., Medusozoan phylogeny and character evolution clarified by new large and small subunit rDNA data and an assessment of the utility of phylogenetic mixture models. Systematic Biology, 2005."	NA	NA	NA	NA
1176	TreeBASE	S1247	NA	4	NA	"Bischoff, J.F., P. Chaverri, and J.F.W. Jr, Clarification of the host substrate of Ascopolyporus and description of Ascopolyporus philodendrus sp. nov. Mycologia, 2005. 97: 710."	NA	10.3852/mycologia.97.3.710	y	1	1	4	NA	S1247 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1247	NA	NA	NA	NA	NA	NA	NA	NA	"Bischoff, J.F., P. Chaverri, and J.F.W. Jr, Clarification of the host substrate of Ascopolyporus and description of Ascopolyporus philodendrus sp. nov. Mycologia, 2005."	NA	NA	NA	NA
1177	TreeBASE	S1268	NA	17	NA	"Burnette, A.B., T.H. Struck, and K. Halanych, Holopelagic Poeobius meseres ('Poeobiidae', Annelida) is derived from benthic Flabelligerid worms. Biological Bulletin, 2005. 208: p. 213-220."	NA	10.2307/3593153	y	1	1	17	NA	S1268 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1268	NA	NA	NA	NA	NA	NA	NA	NA	"Burnette, A.B., T.H. Struck, and K. Halanych, Holopelagic Poeobius meseres ('Poeobiidae', Annelida) is derived from benthic Flabelligerid worms. Biological Bulletin, 2005. 208: p. 213-220."	NA	NA	NA	NA
1178	TreeBASE	S1303	NA	17	NA	"Taylor, D.J., H.L. Sprenger, and S. Ishida, Geographic and phylogenetic evidence for dispersed nuclear introgression in a daphniid with sexual propagules. Molecular Ecology, 2005. 14: p. 525-537."	NA	10.1111/j.1365-294X.2005.02415.x	y	1	1	17	NA	S1303 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1303	NA	NA	NA	NA	NA	NA	NA	NA	"Taylor, D.J., H.L. Sprenger, and S. Ishida, Geographic and phylogenetic evidence for dispersed nuclear introgression in a daphniid with sexual propagules. Molecular Ecology, 2005. 14: p. 525-537."	NA	NA	NA	NA
1179	TreeBASE	S1290	NA	12	NA	"Scharaschkin, T. and J.A. Doyle, Phylogeny and Historical Biogeography of Anaxagorea (Annonaceae) Using Morphology and Non-Coding Chloroplast Sequence Data. Systematic Botany, 2005. 30: 712"	NA	10.1600/036364405775097888	y	1	1	12	NA	S1290 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1290	NA	NA	NA	NA	NA	NA	NA	NA	"Scharaschkin, T. and J.A. Doyle, Phylogeny and Historical Biogeography of Anaxagorea (Annonaceae) Using Morphology and Non-Coding Chloroplast Sequence Data. Systematic Botany, 2005."	NA	NA	NA	NA
1180	TreeBASE	S1354	NA	1	NA	"Struck, T.H., G. Purschke, and K.M. Halanych, Phylogeny of Eunicida (Annelida) and Exploring Data Congruence using a Partition Addition Bootstrap Alteration (PABA) Approach. Systematic Biology, 2005. 54: 1."	NA	10.1080/10635150500354910	y	1	1	1	NA	S1354 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1354	NA	NA	NA	NA	NA	NA	NA	NA	"Struck, T.H., G. Purschke, and K.M. Halanych, Phylogeny of Eunicida (Annelida) and Exploring Data Congruence using a Partition Addition Bootstrap Alteration (PABA) Approach. Systematic Biology, 2005."	NA	NA	NA	NA
1181	TreeBASE	S1171	NA	NA	NA	"Bills G., Collado J., Ruibal C., Pelez F., & Platas G. 2005. Hormonema carpetanum, sp. nov., a new lineage of dothideaceous black yeasts from Spain. Mycological Progress, null."	NA	NA	n	NA	NA	NA	article published in 2004 - is in WoS with 4 citing articles	S1171 AND 'TreeBASE'	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bills, G.F., et al., Hormonema carpetanum, sp. nov., a new lineage of dothideaceous black yeasts from Spain. Mycological Progress, 2005."	NA	NA	NA	NA
1182	TreeBASE	S1388	NA	69	NA	"Lartillot, N. and H. Philippe, Computing Bayes factors by thermodynamic integration. Systematic Biology, 2005. 54: 743."	NA	10.1080/10635150500433722	y	1	1	69	NA	S1388 AND 'TreeBASE'	2 (1 Data Collection Article)	NA	y	http://scholar.google.com/scholar?hl=en&q=S1388+AND+%22TreeBASE%22&btnG=Search&as_sdt=0%2C50&as_ylo=&as_vis=0	Dec	16	2010	S1388	NA	NA	NA	NA	NA	NA	NA	NA	"Lartillot, N. and H. Philippe, Computing Bayes factors by thermodynamic integration. Systematic Biology, 2005."	NA	NA	NA	NA
1183	TreeBASE	S1416	NA	13	NA	"Verbruggen H., Clerck O., Schils T., Kooistra W., & Coppejans E. 2005. Evolution and phylogeography of Halimeda section Halimeda. Molecular Phylogenetics and Evolution, 37: 789-803."	NA	10.1016/j.ympev.2005.06.015	y	1	1	13	NA	S1416 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1416	NA	NA	NA	NA	NA	NA	NA	NA	"Verbruggen, H., et al., Evolution and phylogeography of Halimeda section Halimeda. Molecular Phylogenetics and Evolution, 2005. 37: p. 789-803."	NA	NA	NA	NA
1184	TreeBASE	S1309	NA	NA	no citation entry	NA	NA	10.1111/j.1096-3642.2005.00154.x	n	NA	NA	NA	NA	S1309 AND 'TreeBASE'	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Uit de Weerd, D.R. and E. Gittenberger, Towards a monophyletic genus Albinaria: the first molecular study into the phylogenetic position of eastern Albinaria species. Zoological Journal of the Linnean Society, 2005. 143: p. 531-542."	NA	NA	NA	NA
1185	TreeBASE	S1551	NA	1	NA	"Yanagida N., Irie T., Tanaka E., Teramoto C., Kuwabara K., & Tajimi A. 2005. New choke diseases and their molecular phylogenetic analysis in Agropyron ciliare var. minus and Agropyron tsukushiense var. transiens. Mycologia, 97: 1287-1291."	NA	10.3852/mycologia.97.6.1287	y	1	1	1	NA	S1551 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1551	NA	NA	NA	NA	NA	NA	NA	NA	"Yanagida, N., et al., New choke diseases and their molecular phylogenetic analysis in Agropyron ciliare var. minus and Agropyron tsukushiense var. transiens. Mycologia, 2005. 97: p. 1287-1291."	NA	NA	NA	NA
1186	TreeBASE	S1293	NA	5	NA	"Persson, J. and F. Pleijel, On the phylogenetic relationships of Axiokebuita, Travisia and Scalibregmatidae (Polychaeta). Zootaxa, 2005."	NA	NA	y	1	1	5	NA	S1293 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1293	NA	NA	NA	NA	NA	NA	NA	NA	"Persson, J. and F. Pleijel, On the phylogenetic relationships of Axiokebuita, Travisia and Scalibregmatidae (Polychaeta). Zootaxa, 2005."	NA	NA	NA	NA
1187	TreeBASE	S1191	NA	17	NA	"Martins, T.R. and T.J. Barkman, Reconstruction of Solanaceae phylogeny using the nuclear gene SAMT. Systematic Botany, 2005. 30(2): p. 435-447."	NA	10.1600/0363644054223675	y	1	1	17	NA	S1191 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1191	NA	NA	NA	NA	NA	NA	NA	NA	"Martins, T.R. and T.J. Barkman, Reconstruction of Solanaceae phylogeny using the nuclear gene SAMT. Systematic Botany, 2005. 30(2): p. 435-447."	NA	NA	NA	NA
1188	TreeBASE	S1270	NA	24	NA	"Wilson, A.W. and D.E. Desjardin, Phylogenetic relationships between Gymnopus, Marasmius, Marasmiellus and related fungi (Basidiomycetes, euagarics clade). Mycologia, 2005. 97: 667. "	NA	10.3852/mycologia.97.3.667	y	1	1	24	NA	S1270 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1270	NA	NA	NA	NA	NA	NA	NA	NA	"Wilson, A.W. and D.E. Desjardin, Phylogenetic relationships between Gymnopus, Marasmius, Marasmiellus and related fungi (Basidiomycetes, euagarics clade). Mycologia, 2005."	NA	NA	NA	NA
1189	TreeBASE	S1310	NA	NA	NA	"Verboom G. 2005. A phylogeny of the schoenoid sedges (Cyperaceae: Schoeneae) based on plastid DNA sequences, with special reference to the genera found in Africa. Molecular Phylogenetics and Evolution, null."	NA	10.1016/j.ympev.2005.05.012	n	NA	NA	NA	NA	S1310 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Verboom, G.A., A phylogeny of the schoenoid sedges (Cyperaceae: Schoeneae) based on plastid DNA sequences, with special reference to the genera found in Africa. Molecular Phylogenetics and Evolution, 2005."	NA	NA	NA	NA
1190	TreeBASE	S1373	NA	NA	NA	"Liu J., Wang Y., Wang A., Hideaki O., & Abbott R. 2005. Radiation and diversification within the Ligularia-Cremanthodium-Parasenecio complex (Asteraceae) triggered by uplift of the Qinghai-Tibetan Plateau. Molecular Phylogenetics and Evolution, null."	NA	10.1016/j.ympev.2005.09.010	n	NA	NA	NA	NA	S1373 AND 'TreeBASE'	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Liu, J.Q., et al., Radiation and diversification within the Ligularia-Cremanthodium-Parasenecio complex (Asteraceae) triggered by uplift of the Qinghai-Tibetan Plateau. Molecular Phylogenetics and Evolution, 2005."	NA	NA	NA	NA
1191	TreeBASE	S1364	NA	NA	no citation entry	NA	NA	10.1600/036364406775971741	n	NA	NA	NA	Published in 2006	S1364 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stone, R.D., Phylogeny of major lineages in Melastomataceae, subfamily Olisbeoideae: utility of nuclear glyceraldehyde 3-phosphate dehydrogenase (GapC) gene sequences. Systematic Botany, 2005."	NA	NA	NA	NA
1192	TreeBASE	S1458	NA	37	NA	"Glover A., K_llstr_m B., Smith C., & Dahlgren T. 2005. World-wide whale worms? A new species of Osedax from the shallow north Atlantic. Proceedings of the Royal Society B, 272: 2587-2592."	NA	10.1098/rspb.2005.3275	y	1	1	37	NA	S1458 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1458	NA	NA	NA	NA	NA	NA	NA	NA	"Glover, A.G., et al., World-wide whale worms? A new species of Osedax from the shallow north Atlantic. Proceedings of the Royal Society B, 2005. 272: p. 2587-2592."	NA	NA	NA	NA
1193	TreeBASE	S1313	NA	18	NA	"Inderbitzin P., Harkness J., Turgeon B., & Berbee M. 2005. Lateral transfer of mating system in Stemphylium. Proceedings of the National Academy of Sciences of the United States of America, 102: 11390."	NA	10.1073/pnas.0501918102	y	1	1	18	"2 ISI search found with different volume #, but same page#"	S1313 AND 'TreeBASE'	1 (Data Collection Article)	S1313a	NA	NA	Dec	16	2010	S1313a	NA	NA	NA	NA	NA	NA	NA	NA	"Inderbitzin, P., et al., Lateral transfer of mating system in Stemphylium. Proceedings of the National Academy of Sciences of the United States of America, 2005."	NA	NA	NA	NA
1194	TreeBASE	S1313	NA	1	NA	"Inderbitzin P., Harkness J., Turgeon B., & Berbee M. 2005. Lateral transfer of mating system in Stemphylium. Proceedings of the National Academy of Sciences of the United States of America, 32: 11390."	NA	10.1073/pnas.0501918102	y	1	1	1	Correct should be Vol: 102(32). - jdc	NA	NA	S1313b	NA	NA	Dec	16	2010	S1313b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1195	TreeBASE	S1351	NA	19	NA	"Luque, J., S. Martos, and A.J.L. Phillips, Botryosphaeria viticola sp. nov. on grapevines: a new species with a Dothiorella anamorph. Mycologia, 2005. 97: 1111."	NA	10.3852/mycologia.97.5.1111	y	1	1	19	NA	S1351 AND 'TreeBASE'	1 (Data Collection Article)	NA	NA	NA	Dec	16	2010	S1351	NA	NA	NA	NA	NA	NA	NA	NA	"Luque, J., S. Martos, and A.J.L. Phillips, Botryosphaeria viticola sp. nov. on grapevines: a new species with a Dothiorella anamorph. Mycologia, 2005."	NA	NA	NA	NA
1196	TreeBASE	S1311	NA	21	NA	"Bleidorn, C., Phylogenetic Relationships and Evolution of Orbiniidae (Annelida, Polychaeta) based on molecular data. Zoological Journal of the Linnean Society, 2005. 144: p. 59-73."	NA	10.1111/j.1096-3642.2005.00160.x	y	1	1	21	NA	S1311 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1311	NA	NA	NA	NA	NA	NA	NA	NA	"Bleidorn, C., Phylogenetic Relationships and Evolution of Orbiniidae (Annelida, Polychaeta) based on molecular data. Zoological Journal of the Linnean Society, 2005. 144: p. 59-73."	NA	NA	NA	NA
1197	TreeBASE	S1314	NA	5	NA	"Avila A., Groenewald J., Trapero A., & Crous P. 2005. Characterisation and epitypification of Pseudocercospora cladosporioides, the causal organism of Cercospora leaf spot of olives. Mycological Research, 109: 881."	NA	10.1017/S0953756205003503	y	1	1	5	NA	S1314 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1314	NA	NA	NA	NA	NA	NA	NA	NA	"Avila, A., et al., Characterisation and epitypification of Pseudocercospora cladosporioides, the causal organism of Cercospora leaf spot of olives. Mycological Research, 2005."	NA	NA	NA	NA
1198	TreeBASE	S1372	NA	1	NA	"Du M., Schardl C., Nuckles E., & Vaillancourt L. 2005. Using Mating-Type Gene Sequences for Improved Phylogenetic Resolution of Colletotrichum Species Complexes. Mycologia, 97: 611. "	NA	10.3852/mycologia.97.3.641	y	1	1	1	conflicting ISI and TreeBASE page #	S1372 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1372	NA	NA	NA	NA	NA	NA	NA	NA	"Du, M., et al., Using Mating-Type Gene Sequences for Improved Phylogenetic Resolution of Colletotrichum Species Complexes. Mycologia, 2005. 97: p. 641-658."	NA	NA	NA	NA
1199	TreeBASE	S1225	NA	30	NA	"Kristensen R., Torp M., Kosiak B., & Holst-jensen A. 2005. Phylogeny and toxigenic potential is correlated in Fusarium species as revealed by partial translation elongation factor 1 alpha gene sequences. Mycological Research, 109: 173."	NA	10.1017/S0953756204002114 	y	1	1	30	NA	S1225 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1225	NA	NA	NA	NA	NA	NA	NA	NA	"Kristensen, R., et al., Phylogeny and toxigenic potential is correlated in Fusarium species as revealed by partial translation elongation factor 1 alpha gene sequences. Mycological Research, 2005. 109."	NA	NA	NA	NA
1200	TreeBASE	S1327	NA	35	NA	"Edwards, E.J., R. Nyffeler, and M.J. Donoghue, Basal cactus phylogeny: Pereskia paraphyly and implications for early cactus evolution. American Journal of Botany, 2005. 92: p. 1177-1188."	NA	10.3732/ajb.92.7.1177	y	1	1	35	NA	S1327 AND 'TreeBASE'	0	NA	NA	NA	Dec	16	2010	S1327	NA	NA	NA	NA	NA	NA	NA	NA	"Edwards, E.J., R. Nyffeler, and M.J. Donoghue, Basal cactus phylogeny: Pereskia paraphyly and implications for early cactus evolution. American Journal of Botany, 2005. 92: p. 1177-1188."	NA	NA	NA	NA
